Season Nbr,Episode Nbr,Title,Score,Comment
2,7, Blissfully dark viewing. Darker then the toast.,10.0,"I think the first time round I watched it I didn't fully absorb into it, subsequently I would now class it as one of the very best. It's is definitely one of the darkest, bleakest and down right sadistic episodes, and for a show like Black Mirror that's really saying something. I've tried to think up one narrative that links each episode of Black Mirror, and it's tough, the closest I've gotten is that mankind will always use technology to take advantage of others, be it monetary, political or for love. We get three stories in this episode and that rule could definitely apply in each case. I love the idea of three stories combining to make one, it's a technique that's not often used, but when it does it's hugely satisfying, each story links with each other, elements would also reappear in later stories, such as Arkangel.Lots of questions come out of it, did Potter get rough justice, or was he the victim, was Matt a good or a bad guy? Is under cooked toast actually edible? You could debate and argue it for hours. John Hamm and Rafe Spall were excellent, two very strong performances. Visually dazzling as always.The top of many people's Christmas watch list I shouldn't wonder."
2,7," ""There's no such thing as real people.""",10.0,"I was compelled to watch this episode of 'Black Mirror' a second time. There seems to be no doubt that the series has a fascination with dealing severe retribution and justice for crimes against humanity. 'White Bear' was a good story, but this one was brilliant in it's execution, weaving it's way through three interconnecting stories with Smartelligence agent Matthew (Jon Hamm) guiding us along. Each of those individual stories stand well on their own, but the way things are brought around to their ultimate conclusion is shocking in it's cycle of unending repetition. Watching the series in order, this one is so far the best that 'Black Mirror' has to offer, but I wouldn't be surprised if writer Charlie Brooker tops even himself in a later episode. The question is, where else can you go from here?"
2,7," ""I'm dreaming of a black mirror.""",10.0,"Despite having heard of it for years,I've never seen a episode of Black Mirror. Discovering online about a X-Mas special from the show,I looked into the mirror for the first time.View on the episode:The first American protagonist in the run of the series, Jon Hamm gives a excellent performance as Matt,with Hamm playing on his sharp suit image, via Matt presenting a front image of being casually likeable and easy to approach,which acts as a mask to his hideous psychopathic actions.Sharing a birthday with Hamm (March 10th) Rafe Spall gives a subtle turn as Potter, whose jolly festive image Spall untangles to revealing the doom-laden misery which has left him lonely this Christmas.For the last episode made for Channel 4, the screenplay by Charlie Brooker ends this era of the series on a high, with the three separate stories recording cyber-stalking, AI increasingly infringing on society, and ""blocking"" on social media, all tied with a bow that packages them as Sci-Fi anthology morality tales.Gradually bringing to light the surroundings they are in the more the duo reveal about themselves in the tales, Brooker unwraps the wrap-around story with a deliciously macabre twist ending leaving Matt and Potter in a state where they will be wishing it is Christmas everyday."
2,7, Christmas will never be the same again,9.0,"A compelling Christmas addition to Black Mirror, with this episode broadcast in 2014. I'm now catching up on the earlier episodes of Black Mirror.Anyway, Jon Hamm guides viewers through this Christmas special, with Rafe Spall wrapping up the episode with his story. Two Spanish actresses, Oona Chaplin and Natalia Tena (who was in About a Boy) appear, along with Janet Montgomery, Brian Li and Leanne Li.Production values were impressive, and you could feel the English snow on screen!I now have to subscribe to Netflix to catch up on seasons 3, 4 and 5, and also Bandersnatch."
2,7," Slow at times and kind of obvious after a while, but still damn good!",8.0,"Funny enough, at the end of the show the voice of the TV announcer advertised the next show: the conviction of a pedophile. It was completely unintentional and really ironic.John Hamm again perfectly plays the charismatic, but self serving ass. Him and another guy are isolated somewhere during Christmas so they begin telling their stories and how they arrived there. Slowly, but surely, the main thread of the Black Mirror show is revealed, showing us how technology can be misused by people who don't even comprehend the consequences. The finale is truly maddening, so to speak.I loved the first season of Black Mirror, but I was kind of disappointed with the second. This Christmas special is top notch and is certainly worth a watch. It was slightly too long and some of the hints were really obvious, as well as some issues being over dramatized to the loss of consistency. However it did reach its point rather well."
2,7, The horror of Christmas music.,8.0,"'White Christmas (2014)' caps off the second series of 'Black Mirror (2011-)' in style; it's easily the best episode of that season. It's also unusual because it's, essentially, an extended Christmas special. The thing is centred around two men telling tales as they eat their roast dinner, with the stories getting progressively more intense as they go on. Each segment is interesting in and of itself, but each one is ultimately integral to the overall story. The scenes with Hamm and Spall aren't just framing devices, even if they do serve that function. The affair is consistently character-driven and often surprising. Its brilliant, typically understated performances convey each beat perfectly. The themes it explores are intriguing and, as usual, deeply tragic; Brooker really knows how to twist the knife. As an aside, I'd be shocked if the developers of 'Soma (2015)' haven't seen this; the two pieces have quite a bit in common. That's not a sleight on either party, mind, just an observation. In the end, this is one of the best episodes of the entire show. 8/10"
2,7, 9,9.0,Very nice episode that's what exactly what I want to see.
2,7," ""It wasn't really real, so it wasn't really barbaric.""",8.0,"Imagine having a block function from social networks available in real life. In the unspecified future, people have chips in their temples, similar to those in The Entire History of You, which, among many other functions (such as taking photos by eyes), allow them to block other people, so that they can no longer see or hear each other.In addition, the extracted chip automatically becomes your mental clone, a self-conscious copy of your mind that functions independently of you.Both of these chip functions are very useful in this futuristic society, but, as in previous episodes, the question arises again as to how ethical and humane modern technology is, and whether it is worth the risk of countless possibilities of abuse.The script consists of three intertwined stories, incredibly well worked out in just over an hour. The story is complex just enough to maintain attention and tension without getting lost in the perplexity. Great actors bring us well-written characters with whom it is easy to identify, so, in addition to an interesting premise, which makes us introspect, we also have a strong emotional drama. And like the icing on the cake, the episode ends with a pretty effective twist.An additional plus for me is the presence of a large number of ""easter egg"" references to almost all previous episodes, which indicate the possibility that all previous ""Black Mirror"" stories are placed in the same time frame. Perhaps the best episode so far.8,5/10."
2,7, Hell in snow for Christmas,9.0,"A strange situation, or maybe two strange situations. On one side a peeping-tom voyeur who uses modern technology to get inside the bedroom and the bed of two people who are going to have casual sex, the man having been guided step by step into the situation and into this end by the voyeur and his audience. But unluckily the woman is different and for her, this sex episode has to be the full and final contact with the man she has selected, and thus sex for her is death for both.The voyeur did not report the crime and thus is in custody pending some sentencing.On the other hand, a young man discovers by accident his wife is pregnant. She declares she wants to get rid of the child. He refuses. She uses some advanced technology to block him for her. Both cannot have any contact at all until she lifts the blockage. But she dies in a car accident, leaving the child behind in the hands of her father.The supposed estranged father is no longer blocked and he can approach the child. He discovers the child is not his, but that of an Asian friend of the family. Out of rage he kills the father and abandons the child who dies in the cold outside when she leaves the house. The man is imprisoned and the victim of a sentence that blocks him in the father's house, the child dead outside in the snow, but he refuses to confess and there are no witnesses.The police use the great competence of the voyeur to project himself into the house and lead the man to confess his crimes. He is condemned to spend an eternity in this house with blaring Christmas music, each one of the real-time minutes is experienced as if it were five years long. The voyeur as for him is free but he is blocked by everyone and is thus condemned to have no contact whatsoever with any human. Tomorrow technology is leading us to the worst possible enslavement to the police, the state and some kind of fatalistic future. To get some pleasure and adventure you have to break the law. There is no escape: it will be known sooner or later and then you will be turned into some kind of virtual being going through some unimaginable torture. Welcome to hell on earth and in prison.Dr. Jacques COULARDEAU"
2,7, Season Two,7.0,"After watching the First Season (3 episodes) of Black Mirror, I was intrigued enough to keep going (albeit not exactly sold on each hour).For the first three episodes of Season Two, I experienced much of the same. Some things I liked...somethings I did not. Again, as was a problem in S1, the show seemed to focus on the technology of each episode instead of developing the characters to their fullest.But then comes ""White Christmas"" (the finale of this season), and that episode changes everything. Starring Jon Hamm, this episode really showcases the type of storytelling that Black Mirror could (and should) be focusing on. This single episode is head-and-shoulders above everything that precedes it.So, on the whole, this is a 3.5 star season from me. However, the large caveat is that it looks like the show may have figured out the winning formula to maximize its potential. It will be very interesting to see if the momentum can be sustained into the third season."
2,7," The most memorable, although unpleasant on many levels",8.0,"Thanks to the smooth, handsome presence of Jon Hamm this is an eminently watchable episode. However, Hamm brings across some of the creepiness of his Don Draper character.Stuck in an outpost with a ""colleague"", named Joe, the Hamm character (named Matt) starts telling how he ended up in the allegedly sh**y job, far removed from society. As a sidelines from his main job, Matt used to run a sort of dating service, giving real-time advice to insecure men on how to hook up with girls. Unethically, Matt shared these experiences live, with his previous clients. Voyeurism turns into Matt's demise, when one of his clients hooks up with the wrong girl. Then Matt starts talking about his main job and from this moment it is clear where the episode is heading. Matt's job is actually convincing his ""colleague"" Joe to open up about his past and since Matt is so smooth you can bet he will succeed.The story takes place during the Christmas period and the festive atmosphere adds more creepines to the unfolding tale. Do not expect a happy ending (sorry Matt, not even for you, since you don't deserve it)"
2,7, Fan-freaking-tastic,9.0,This is an insanely awesome episode of TV. Twists and turns every 10 minutes. Fantastic plot development. The best episode.
2,7, One of the best episodes of Black Mirror!,10.0,"This one hits hard and is an illustration of human cruelty that is, at times, difficult to stomach.The blend of stories in this episode is a winning formula and all three stories are compelling and each gets increasingly more disturbing.The cruelty is so well desgined it is easy to empathise with, this makes it an emotional ride throughout and has you questioning whether the human psyche could actually cope with the trauma and torture of these futuristic devices.The concepts are genius and the execution is brilliant!10/10"
2,7, Masterfull!,10.0,"WHITE CHRISTMAS can easily be called the best Black Mirror episode ever, and based on it's lofty 9+ rating, not surprising. A clinic in atmosphere, storytelling, writing , and acting, White Christmas incorporates various technologies already presented on the series and expands upon them to a point where it seems like the future has been laid out. Anchored by a brilliant, award-worthy performance by TV icon Jon Hamm (Emmy winner from Mad Men), this episode is captivating start to finish. White Christmas starts off in a remote cabin with 2 men seemingly imprisoned there, cut off from society. The 2 men are Matt (the aforementioned Hamm) and Joe (a superb Rafe Spall), who share each other's stories in an effort to break the boredom, all the while cooking up and feasting on a very British Christmas meal. Joe is actually British while Matt is an American living in England.We find out that Matt is a manipulative, smooth-talking closer, both in his day job and his extracurricular activities, while Joe is a more innocent, humane person who seems like he couldn't hurt a fly. Layers and layers are deftly revealed throughout the episode, all the while some nifty technology is showcased, including that Bluetooth-like eye technology first shown in The Entire History of You, as well as a much more advanced version of the digital cookies tech first shown in Be Right Back. But the director smartly mixes the technology into the story, and not allowing it to dominate. Instead the very real and true human characters shine.In addition to the 2 great leads Hamm and Spall (both of whom should have won awards), the supporting cast, including a now fairly famous Janet Montgomery, all make this splendid episode come to life. In particular, Oona Chaplin (as Greata) and Rasmus Hardiker (as Harry) stand out as they played big roles in 2 of the 3 stories. Interestingly, this was really a Special Christmas episode, but has been coined as the official last episode of Season 2 (even though it came out close to 2 years after the end of that season), then Season 3 came out two full years after this. I think the series didn't really garner worldwide attention until Netflix took over. A shame because I feel this masterpiece of an episode deserved serious acclaim and award recognition."
2,7, Interwoven cautionary tales on the dangers of brain-technology hookups,9.0,"""Black Mirror"" doesn't really do feelgood Christmas, so there is only the flimsiest of connections here - and that's OK. Basically this one's about downloading enough of a person's brain patterns to generate a pseudo-human being inside a computer framework. But it's also about implants allowing people to block out the words and appearance of others if they so wish, or en masse as a form of punishment. These are then exquisitely devious and truly awful ways of making people - or pseudo-people - suffer, and there are really no holds barred to the subtle forms of torture depicted in this extended episode.Found myself wondering what a person who for years could only see blurred images and hear blurred voices of people around them would do. Thank God (literally) nature and architecture would still exist, and would doubtless become a life focus for such unfortunates. The (fortunate!) unreality is arrived at when one asks how such a punished person would purchase anything at the supermarket! Obviously, this plotline cannot actually work - though that doesn't make the thing much less oppressive.A similar - tangible - claustrophobia arises with the entrapment in software of a person's brain patterns. And shades of ""Never Let Me Go"" here, as a person actually has an operation to have this second self removed and put into an Alexa-type piece of equipment that then runs the house for - and the lives of - the organic originals. The copies don't actually like that role very much, so cue episode star John Hamm as a person in an entirely new profession - the breaking and taming of those entrapped as intelligences wholly deprived of human rights and freedoms but still feeling human, who are needless to say unwilling to cooperate. So what does he do? He speeds up the timeframe from our point of view, while letting those inside the software believe that weeks, months or even millennia have passed. And, since the only worthwhile activity left for these beings is back out in the ""real world"", the blocking of contact with that world is an unimaginably cruel deprivation. Basically, then, that's awful new form of torture number 2!Another sideline of this character called ""Matt"" is that he previously acted as an online life coach to people whose eyes can now beam back each happenning live, allowing Matt (and in fact also his backup team of online geeks) to give the best advice to the person with the implant, potentially allowing them to hit it off with potential dates. This is more conventional ""Black Mirror"" fare, perhaps, but still creepy and redolent with exploitation and manipulation.Matt also has a role in trying to get the detached intelligence of a flesh-and-blood criminal to confess, with the charge and punishment then being passed back to the ""real"" killer.You see how ""convenient"" these stored intelligences can be?The way these stories interlock through Matt is great, if definitely full of disturbing dystopian aspects; and on the way we get to see some pretty good acting from Oona Chaplin, Janet Montgomery, Rafe Spall and others.And, by the way, we know it's alternative reality, because in this version of the UK snow is a regular feature of winters! A clever touch to a clever episode of a mostly-clever series, I must say...But all is indeed very, very COLD!"
2,7, A focused special episode,9.0,"This review contains spoilers.The episode opens with Matt, played by Jon Hamm, and Joe, played by Rafe Spall talking in a cabin. They both discuss their pasts as they await Christmas. The world in this episode utilizes cookies, blocks, and 2-Eyes. This world is a more connected and technologically advanced society. Matt in this episode recounts using the 2-eyes to both spy on and assist men find women. The society also uses cookies and blocks to stop communication from people in real-life. The cookies are used to create artificial intelligence from someone's own memories.White Christmas is a strong episode for Black Mirror. This episode has great performances from its actors. The highlight actor here being Jon Hamm. This world is also fun to explore and see. Although this episode can elicit sad emotions, the episode keeps this in mind and delivers a great plot. There is a lot going on in this episode and its long runtime helps deliver the story.The last act of this episode is a great culmination of what the episode leds up to. The intersection of technology and cruelty is at the focus here. The blocks can render people only more obsessive and this is reflected with Joe. I felt for Joe as I saw his story play out.I highly recommend Black Mirror's episode ""White Christmas"".Grade: ABlack Mirror Season TwoThe second season of Black Mirror contains three episodes and a special episode. The second season it takes more of its episodes from the third episode of the first season. The second season explores alternate realities with more a science fiction twist. This second season is an incredibly strong season. the weakest episode is ""The Waldo Moment"" but even this is still a strong episode.Each of the episodes explores a separate theme related to its central point of people. The Christmas special episode in particular shows the effects of a block on people that exists in real-life. This season is not a happy season with much of its themes being derived from the more negative emotions of humanity.Like the first season, none of the episodes are linked in any way. Although this is fun to explore, I would have liked to know more about some of the worlds in this season's episodes.I highly recommend the second season of Black Mirror.Grade: A"
2,7, blew it at the end,5.0,"wpersonally I found the last several episodes of this series to be weak, flimsy, or bogged down by a morality system that seems so abnormal as to be alien.this episode was strong almost all the way through, with great storytelling aspects gradually connecting each story until you piece together just what's happened. ideas like the person-blocking is mindnumbingly fascinating and painful and even explored to a tantalizing degree without overdoing it.then the alien morality kicks in with an end that just completely sours the entire episode. the protagonist of the story has basically used his people skills and gotten into serious trouble, and now is using them to get out of trouble, helping police officials in extracting a confession out of a computer program copy of a killer who has not spoken to anyone in real life.His reward is he doesn't serve jail time for his own incredibly minor crime, and is basically worse than death; he's blocked by everyone, as a result of being put on a ""peeping tom"" list only vaguely reminiscent of real life sex offender registries.This is effectively a death sentence, as someone who is blocked by everyone basically cannot interact with anyone in any way. As such, they cannot hold a job and make money to pay rent or buy food or medicine or clothing, cannot communicate with emergency personnel in the event of a medical emergency, so he's essentially dead the moment he suffers a heart attack or a stroke or a blown appendix.He's got a good face and is charismatic, he makes his living off talking to people and getting them to open up. Being unable to do that, he's on the streets, a perpetual outcast, blind, deaf, and mute, on top of having a special red glow marking him as a sexual predator with no explanation as to whether he's an insane violent serial rapist killer or just a guy who watched some people have sex. He's dead within a year, of illness or victim of violence.to add on to the abnormal morality, the alien creature posing as a human decides to punish NOT the actual killer, but the computer copy of the killer to essentially an eternity of being trapped alive in a cabin with Christmas music playing nonstop.The unusual fixation on this sort of alien sense of morality that keeps getting tacked on to the end of these episodes (like with ""White Bear"") becomes hugely distracting and detracting from the episode as a whole, like following up a fine meal with an unexplained vomit-filled balloon dropped onto your plate and exploding in your face. Sure, the food was good, but what was the point of the vomit bomb? What am I supposed to learn from this? Now the vomit part is all I will remember."
2,7," Awesome idea and premise, but all consequences are highly exaggerated",8.0,"The idea and underlying questions of this episode are phenomenal, and I understand why it's regarded as one of the best episodes. Questions of morality and benefits of duplicating consciousness, and the rights of a synthetic consciousness, lack easy answers but are increasingly relevant. The gradual reveals showing more about each of their characters, the world they inhabit, and why they're really there is all extremely well done. It truly took me out of the story when characters repeatedly way overreacted to everything. Both of their wives freak out and block them over not that insane things - a verbal fight over abortion and running an illegal business helping men talk to women. Then, in addition to the blocking, they are given crazy legal punishments - being driven completely insane by immorally subjecting the clone to years of isolation and being blocked from literally everyone in society. It's such a good episode in all of its ideas and script, but the results were just so unreasonable."
2,7, How'd like your Toast ? White maybe ?,10.0,"One of the greatest pieces of T.V. put together IMHO in the history of the smaller screen. Period.John Hamm better than Mad MenIts just so intriguing, what a wonderful way to celebrate Christmas or any day.Arrrrrrr yes looking into a black mirror on Christmas day.Solid 10"
2,7, Im dreaming of a .....,10.0,"Bonus 3 stories in one and for those who like Easter Egg bonuses then this is cram packed with post episode and pre episode its the gift that just keeps giving.The first major US star , an unforgettable twist which then as a bleak black mirror twist with finally the most .... well its up to you to watch it.I wouldn't be surprised if this season 2 classic isnt a lot of people's fave but mine is white bear , this still however is a solid 10 out 10"
2,7," A review of Season 2 of ""Black Mirror"" (2013)",9.0,"""Black Mirror"" seems to me to be  the best science fiction show on television; I'd rate Season 2 (2013) a 9 out of 10.  (I'm never quite certain whether to group British shows by ""season"" or by ""series,"" as they do.  I'm also a little uncertain why the fourth and final episode here, ""White Christmas,"" is included in Season 2, as it aired nearly two years later as a 2014 holiday special.)I commented to a friend of mine after seeing ""White Christmas"" the other night that the show was ""brave"" -- it just isn't afraid to alienate mainstream audiences by being too dark.  Not all of ""Black Mirror's""  episodes have ""twists,"" but they typically have an unexpected plot development, and their outcomes and implications are arguably depressing.It's just such a damned good show, though, in terms of its writing and acting.  My friend told me she wasn't aware of anyone who had seen it and disliked it. ""White Christmas,"" for example, was one of the best hours of science fiction television I've ever seen.  It consists of three blackly tragic vignettes seamlessly woven withing a wraparound story, and it employs a sci-fi plot device that is mind-bending and brutal.  I believe this is the first time I've seen its lead actor, Jon Hamm, and I was extremely impressed with his performance.My only quibbles with the program are extremely minor.  As with the first season, I think that not every episode truly requires a 44- minute running length.  I thought two episodes  (""Be Right Back"" and ""The Waldo Moment"") seemed like they could have been tightened up into one, maybe with tighter writing allowing for shorter segments. I've noticed another minor relative weakness with ""Black Mirror"" in general as well -- the show does not always present the viewer with likable protagonists.  Occasionally, the various characters we're asked to identify with are either slightly off-putting or even annoying.  Again, ""Be Right Back"" and ""The Waldo Moment"" spring to mind.  This wasn't enough to greatly affect my enjoyment of the episodes, though.What an incredible show."
3,8, Not hard to envision this future....,10.0,"Season 1 and 2 of ""Black Mirror"" were made in the UK. After a hiatus, Netflix got involved and has financed new episodes...and I notice that the actors tend to be more American in the newer episodes. This one is the first of the new episodes...and a nice beginning it is. Hopefully the rest of the new episodes will maintain this momentum.In the very near future, social media has gone crazy. Now folks instantly rate each other...even when they have brief interactions, such as meeting on an elevator or waiting in line. Lacie (Bryce Dallas Howard) is very much a product of this environment and she works hard to present as a sweet person in order to get high ratings. However, lately her ratings have begun to slip...and this is a serious problem when she is trying to get to a wedding. Why is this wedding so important? The lady getting married is not really any sort of close friend...but this lady is SUPER-popular and might help Lacie to increase her rating just by hanging with her and being the best maid of honor in the world! But something HORRIBLE happens at the airport. What this is and how she deals with it is what makes this a very funny episode.It's an interesting coincidence that the same time this episode debuted John Fortson created a short film with pretty much the same theme. ""Rating"" is just as clever and is also worth seeing. And, most importantly, both have a lot to say about how crazy and potentially damaging social media is...and I pray it never gets to this...but wouldn't be surprised if it did.By the way, the ending of this one is VERY embarrassing....so hold on tight!!"
3,8, Another Look at Our Shallowness,8.0,"A culture has developed where people are rated on some arbitrary scale. The main character is doing whatever she can to get above her 4.2 status. People will reject her because they are ""superior"" in number. She is totally shallow, attempting to make the kind of connections that will boost her up a couple decimal points. So when she meets people, she can look at a phone and see what their level is. The way we treat people isn't much different than this as we look at things that have nothing to do with substance. As with most of these episodes, things are taken to the nth degree. Interesting encounters as she goes to the wedding of a beautiful woman who mistreated her but would be useful in upping her rating."
3,8, A Great Criticism to the Excessive Use of Social Media,8.0,"In a near future, people are rated by the others through the cellphone facilitating life or not depending on the personal rating. Lacie Pound (Bryce Dallas Howard) is obsessed by her high score and is very polite with everybody expecting to increase her rating. Her brother Ryan (James Norton) does not care and has lower rating irritating Lacie. When her best friend Naomi Jayne Blestow (Alice Eve) invites her to be her maid of honor in her wedding, Lacie foresee the chance to increase her rating and prepares a speech. When she arrives at the airport, she learns that her flight was canceled and she does not have enough rating to get a seat in another plane. She has a problem with the attendant and she is ranked down in the beginning of her downfall to a journey where she will learn the importance of being free to speak and act.""Nosedive"" is a witty episode of ""Black Mirror"" with a great criticism to the excessive use of social media mostly by the younger generations. Bryce Dallas Howard has an awesome performance in the role of a young woman obsessed by her personal rating that learns the importance to be free of the excessive use of social media. My vote is eight.Title (Brazil): ""Nosedive"""
3,8, A scary delve into what could be.,6.0,"I have to say I am stunned by the high score this one has, higher then many other episodes. I like the concept, I like the message, but the delivery I personally didn't care a great deal for. The harsh, bleak core of the show is lacking here, it's garish and syrupy in its execution, all the elements that make Black Mirror the addictive show that it is just aren't here. Nothing wrong with the performances, well acted, but almost all of the characters are loathsome, it's hard to believe that most people would be so shallow. The message is powerful, how many times does one walk into a coffee shop or step on a train and find everyone with their heads down transfixed by their phone, how many times do see companies desperate for feedback."
3,8," ""It was like taking off tight shoes.""",8.0,"I'm led to wonder how I would handle the social media world if I were in my Twenties or Thirties, since I'm a seasoned citizen now retired. There's the possibility I would be all caught up in things like Facebook, Twitter and Instagram as a result of hanging with my peers, but the other side of me still cautions that I should be wary against the invasive nature of all these platforms. This episode takes the Twitter follower concept and adds an even more self absorbed element by way of the five star rating system that puts every one of it's users on a hopelessly frantic treadmill. Imagine hiring a social media coach to point out your areas needing improvement in the personal skills arena?I thought Bryce Dallas Howard did a nice job conveying the vapidness of her character. I could tell when I wanted to strangle her over the 'Lay-Lay/Nay-Nay' exchange with her faux gal pal Naomi Jane Blestow (Alice Eve). Nay Nay had just the perfect complement of friends and admirers attending her wedding reception. No doubt everyone coming out of that ceremony would have gotten a high five, five star rating as a result. For the sake of the story, Lay Lay's long, rambling descent into hysteria was nicely done and well expected, but wouldn't have had much of a chance of happening in real life. She would have been bodily tackled if necessary before putting such a damper on the whole affair. If you're wondering about my summary line, that's truck driver Susan (Cherry Jones) explaining how wonderful it felt for her to ditch the phoniness of going along to get along. She was about the only real person in the entire story, unless you want to consider Lacie and the man in jail (Sope Dirisu) at the very end of the story. It looked to me like they were falling for each other."
3,8, MeowMeowBeenz,7.0,"Having first watched seasons 1 and 2 (along with the White Christmas special) that were all filme in England, it was refreshing to see sunshine in this season 3 opener on Netflix. Even though Nosedive was set in the USA, it was filmed in South Africa, as I read somewhere that Charlie Booker says it's a nightmare to try to film in the USA.Anyway, this was a biting commentary on ratings (Uber, Instagram and of course iMDB!) and I was kind of hoping for some sort of redemptive scene at the end. But not to be really.Also, much has been written about the similarity of this plot with Community's season 5 episode App Development and Condiments, which was originally two years before Nosedive."
3,8, 3.5/5,7.0,"'Nosedive (2016)' is the first episode of 'Black Mirror (2011-)' to be produced by Netflix, shifting the focus over to America while keeping the same the 'tech gone wild' theming. The episode is set in a world in which everyone's worth is defined by an arbitrary rating system that dictates what you can and cannot do within society. This score is constantly changing, affected as much by chance encounters as it is by traditional social media posts. As such, those who want to achieve a higher standard of living must bend over backwards to please everyone they come across, basically held prisoner by their own aspirations. Those with a high score are viewed as worthy, while those with a low score are not. Of course, this is the episode's take on ethnic and socioeconomic discrimination. Our protagonist desperately seeks to raise her score above four and a half out of five so that she can get a discount on her dream home, manufacturing fake moments of happiness and ruthlessly shunning former friends along the way. However, despite her constant attempts to remain prim and proper to even the most distant stranger, she soon learns that the path to becoming a sub-three is a slippery one and that the whole system is built upon foundations of human suffering. As you can probably tell, the episode is chock full of interesting themes that it explores in an intelligent and entertaining way. That's what we all expect from 'Black Mirror (2011-)', I suppose. However, the thing isn't as gripping or generally affecting as the best episodes of the series. Still, it's a solid, enjoyable piece of television. 7/10"
3,8, 8,8.0,"It was quite decent beginning of new season. It shows a lot of real things. We all need likes for our pictures, we all want to be famous but it's not the most important things in the life."
3,8," ""There's sugary and then there's ... diabetes!""",8.0,"Another futuristic episode in which life comes down to popularity on social networks. Your every action, every word, is rewarded or punished by people from your environment by adding or subtracting points on your profile. From your position on a one to five stars scale directly depends your social position and your opportunities in life, from where you will live and what work you will do, to the most banal little things such as which car you will be able to get in the rent-a-car agency.We already have an extremely large number of mostly young people addicted to social networks, whose lives are reduced to Instagram, Twitter, or Facebook. It is a common sight that groups of young people, instead of hanging out, stare at their phones. But social networks also have an impact on those who have not so obviously succumbed to them, because they greatly influence public opinion and all spheres of public life.This episode is not really SF, but a satirical exaggeration of the reality in which we live, and that is exactly what makes it more convincing and scarier than all that precede it. While in the beginning this caricature is hilarious, as the story progresses, the surreal comedy grows into a real drama with a quite tense atmosphere.Technically well done, with interesting solutions, a surreal atmosphere, and great acting and music, and most of all a topic that is extremely close to us, the episode had the potential for the highest rating. Unfortunately, the ending, although it makes sense, pretty much disappointed me. I think they could have finished it much more powerful and impressive.8,5/10."
3,8, Tripped on the ending,7.0,"I was really enjoying this episode right up until the last couple of scenes. I thought it was building towards a satisfying conclusion where her friend would get some kind of comeuppance. Instead I found that the wedding Party speech scene and the subsequent scene in the cells just felt zany and bonkers and manic without any purpose.I don't really understand why she was screaming that she loves her friend as she was dragged away. I don't feel like this element was established.I give it points because I like the idea of the episode re: social status credits and whatnot, and the majority of happy happy land was portrayed in an interesting way."
3,8, Most disturbing despite the soft look,8.0,"The contrast between the pastel-color photography and the bleak reality of an hypocrite society makes this episode a brilliant one.We open with the cheerful image of a pretty, well-dressed girl, living in a pretty, pastel coloured world... but unfortunately all that we see is fake. People spend their time obsessively rating each other, because in this society high rates work as a currency and allows you to have a better life.Consequently, social climbers lie all the time and many people try frantically to increase their rating overdoing what is already going on nowadays in social platforms.Everybody runs their own reality show, but they need an audience to share their successes, regardless of who they really are - and as it often happens, the most popular are also the most hypocrite.Dangerously close to happen IRL, as anybody knows we're already receiving requests to rate services... will people be next? And what about those who refuse to play this obsessive, hypocrite game?"
3,8, Dang,8.0,I hope this never happens in real life. My rating would be really lame and I think I would go crazy.
3,8," Loved this one, hillarious and also a genuine warning to a new generation!",9.0,"Nosedive is satire at it's very best!The story is so cleverly put together and played beautifully by the cast. It had me laughing my head off while shaking my head at the reality of the message aimed at our judgemental, social networking society. Of course, nosedive takes the message to a whole new level in classic black mirror style, but this is going on the world we live in today and frankly it's scary as hell to think that it may one day come to this!Quality epsiode that really makes you think 9/10"
3,8, Terrible,1.0,"This is the first episode of this anthology series I've watched and hopefully, the rest of the series isn't this bad! Was I supposed to sympathize with Bryce Dallas Howard's character? She was incredibly annoying throughout the entire episode, a fake nice person BEFORE she got wind of the fact that this faux society she lived in was a mirage full of phony, self-involved, self-congratulatory people. And why did she sound like a whiny teenager? She's pushing 40 in real life! LOL Her acting was laughably bad. I couldn't sympathize with her character for a second.In fact, the speech patterns of virtually all the characters were annoying. This is supposed to be the representation of a ""perfect"" world, and the people that talk and act like this in the actual world (yeah, they exist unfortunately) makes me want to plug up my ears. Thank goodness for headphones! And I guess the lesson is that Lacie (Howard's character name, yeesh) is going to end up like that old lady trucker she picked up, but that lady was actually NICE and COOL. There's no way Lacie will end up as genuine as her. The ending made it seem so (by the way, what was that?) but I think she'll just be one of those people that are mean to everyone minus any warmth or wisdom.The future look with the bright colors, pristine landscape, electric cars was actually nice. It's actual believable such a society could exist. And it wasn't the WHOLE society. You still had the gritty underbelly with the trucker lady, a dirt bike riding teen, the jerkish gas station attendant. The truck lady was the ONLY likable character in this and the only actor who brought it. Every other character reeked of awfulness, both in presentation and performance."
